base,7400063.494,407255.517,3.979,
test00002,7400075.801,407249.664,1.672,
test00003,7400076.302,407249.315,1.717,
test00004,7400076.840,407249.059,1.689,
test00005,7400077.395,407248.812,1.714,
test00006,7400078.186,407248.554,1.790,
test00007,7400078.821,407248.382,1.781,
test00008,7400079.411,407248.185,1.798,
test00009,7400080.032,407248.039,1.789,
test00010,7400080.632,407247.784,1.784,
test00011,7400081.357,407247.622,1.786,
test00012,7400081.939,407247.338,1.755,
test00013,7400082.527,407247.240,1.727,
test00014,7400083.137,407247.133,1.694,
test00015,7400083.673,407247.175,1.662,
test00016,7400084.182,407247.258,1.661,
test00017,7400084.713,407247.338,1.715,
test00018,7400085.251,407247.554,1.703,
test00019,7400085.805,407247.789,1.686,
test00020,7400135.213,407339.093,1.410,otimesh
test00021,7400135.294,407339.406,1.474,otimesh
test00022,7400135.364,407339.720,1.488,otimesh
test00023,7400135.359,407339.994,1.439,otimesh
test00024,7400135.438,407340.406,1.426,otimesh
test00025,7400135.497,407340.774,1.481,otimesh
test00026,7400135.515,407341.148,1.447,otimesh
test00027,7400135.588,407341.553,1.403,otimesh
test00028,7400135.609,407341.835,1.431,otimesh
test00029,7400135.615,407342.116,1.464,otimesh
test00030,7400135.675,407342.501,1.487,otimesh
test00031,7400135.744,407342.874,1.485,otimesh
test00032,7400135.867,407343.466,1.506,otimesh
test00033,7400135.909,407343.842,1.571,otimesh
test00034,7400135.972,407344.134,1.657,otimesh
test00035,7400136.060,407344.606,1.766,otimesh
test00036,7400136.101,407345.019,1.851,otimesh
test00037,7400136.129,407345.333,1.816,otimesh
test00038,7400136.179,407345.629,1.864,otimesh
test00039,7400136.251,407346.046,1.912,otimesh
test00040,7400136.255,407346.350,1.850,otimesh
test00041,7400136.253,407346.691,1.814,otimesh
test00042,7400136.272,407347.002,1.795,otimesh
test00043,7400136.234,407347.411,1.757,otimesh
test00044,7400136.292,407347.739,1.848,otimesh
test00045,7400136.408,407348.030,1.813,otimesh
test00046,7400136.387,407348.406,1.828,otimesh
test00047,7400136.416,407348.732,1.806,otimesh
test00048,7400136.522,407349.087,1.819,otimesh
test00049,7400136.575,407349.449,1.772,otimesh
test00050,7400136.682,407349.803,1.739,otimesh
test00051,7400136.751,407350.152,1.750,otimesh
test00052,7400136.732,407350.427,1.709,otimesh
test00053,7400136.773,407350.681,1.593,otimesh
test00054,7400136.794,407350.934,1.548,otimesh
test00055,7400136.757,407351.183,1.479,otimesh
test00056,7400136.772,407351.509,1.392,otimesh
test00057,7400136.738,407351.848,1.358,otimesh
test00058,7400136.692,407352.141,1.408,otimesh
test00059,7400136.815,407352.584,1.413,otimesh
test00060,7400136.761,407352.849,1.313,otimesh
test00061,7400136.744,407353.105,1.325,otimesh
test00062,7400136.794,407353.372,1.228,otimesh
test00063,7400136.750,407353.687,1.176,otimesh
test00064,7400136.755,407354.055,1.051,otimesh
test00065,7400136.794,407354.455,0.929,otimesh
test00066,7400136.755,407354.713,0.850,otimesh
test00067,7400136.857,407355.006,0.740,otimesh
test00068,7400136.867,407355.265,0.576,otimesh
test00069,7400136.858,407355.519,0.594,otimesh
test00070,7400136.927,407355.796,0.491,otimesh
test00071,7400136.946,407356.148,0.457,otimesh
test00072,7400136.962,407356.440,0.432,otimesh
test00073,7400137.010,407356.775,0.428,otimesh
test00074,7400136.945,407357.156,0.357,otimesh
test00075,7400136.946,407357.520,0.310,otimesh
test00076,7400136.936,407357.883,0.288,otimesh
test00077,7400136.876,407358.230,0.211,otimesh
test00078,7400136.892,407358.592,0.143,otimesh
test00079,7400136.893,407358.938,0.165,otimesh
test00080,7400136.852,407359.306,0.137,otimesh
test00081,7400136.894,407359.644,0.093,otimesh
test00082,7400136.909,407359.985,0.088,otimesh
test00083,7400136.882,407360.313,0.093,otimesh
test00084,7400136.922,407360.610,0.055,otimesh
test00085,7400136.928,407360.920,-0.054,otimesh
test00086,7400136.951,407361.246,-0.081,otimesh
test00087,7400136.966,407361.602,-0.116,otimesh
test00088,7400136.937,407361.897,-0.208,otimesh
test00089,7400137.017,407362.224,-0.281,otimesh
test00090,7400137.010,407362.602,-0.291,otimesh
test00091,7400136.911,407362.879,-0.283,otimesh
test00092,7400136.682,407363.093,-0.279,otimesh
test00093,7400136.313,407363.170,-0.300,otimesh
test00094,7400135.962,407363.255,-0.233,otimesh
test00095,7400135.862,407362.875,-0.168,otimesh
test00096,7400135.700,407362.596,-0.169,otimesh
test00097,7400135.532,407362.313,-0.076,otimesh
test00098,7400135.591,407361.973,-0.087,otimesh
test00099,7400135.573,407361.561,-0.007,otimesh
test00100,7400135.545,407361.135,0.077,otimesh
test00101,7400135.510,407360.661,0.082,otimesh
test00102,7400135.378,407360.363,0.164,otimesh
test00103,7400135.207,407360.017,0.221,otimesh
test00104,7400135.045,407359.636,0.175,otimesh
test00105,7400134.926,407359.251,0.248,otimesh
test00106,7400134.788,407358.875,0.365,otimesh
test00107,7400134.727,407358.409,0.341,otimesh
test00108,7400134.658,407357.983,0.389,otimesh
test00109,7400134.522,407357.638,0.482,otimesh
test00110,7400134.496,407357.218,0.484,otimesh
test00111,7400134.446,407356.839,0.525,otimesh
test00112,7400134.309,407356.580,0.558,otimesh
test00113,7400134.231,407356.243,0.571,otimesh
test00114,7400134.139,407355.862,0.709,otimesh
test00115,7400133.974,407355.556,0.762,otimesh
test00116,7400133.864,407355.254,0.788,otimesh
test00117,7400133.797,407354.924,0.882,otimesh
test00118,7400133.643,407354.665,0.980,otimesh
test00119,7400133.503,407354.290,1.068,otimesh
test00120,7400133.523,407353.977,1.236,otimesh
test00121,7400133.494,407353.647,1.312,otimesh
test00122,7400133.401,407353.402,1.474,otimesh
test00123,7400133.307,407353.096,1.469,otimesh
test00124,7400133.165,407352.657,1.436,otimesh
test00125,7400133.032,407352.245,1.501,otimesh
test00126,7400132.975,407351.916,1.493,otimesh
test00127,7400132.803,407351.503,1.550,otimesh
test00128,7400132.684,407351.084,1.626,otimesh
test00129,7400132.582,407350.738,1.758,otimesh
test00130,7400132.461,407350.440,1.767,otimesh
test00131,7400132.335,407350.100,1.807,otimesh
test00132,7400132.259,407349.785,1.900,otimesh
test00133,7400132.164,407349.472,1.982,otimesh
test00134,7400132.074,407349.198,1.961,otimesh
test00135,7400132.039,407348.916,2.054,otimesh
test00136,7400131.948,407348.569,1.988,otimesh
test00137,7400131.826,407348.191,2.003,otimesh
test00138,7400131.769,407347.821,1.973,otimesh
test00139,7400131.693,407347.530,1.823,otimesh
test00140,7400131.610,407347.133,1.670,otimesh
test00141,7400131.444,407346.716,1.660,otimesh
test00142,7400131.272,407346.467,1.649,otimesh
test00143,7400131.159,407346.174,1.768,otimesh
test00144,7400131.135,407345.861,1.653,otimesh
test00145,7400131.053,407345.521,1.597,otimesh
test00146,7400130.872,407345.269,1.601,otimesh
test00147,7400130.740,407344.806,1.518,otimesh
test00148,7400130.438,407344.365,1.481,otimesh
test00149,7400130.233,407344.045,1.526,otimesh
test00150,7400130.122,407343.713,1.523,otimesh
test00151,7400129.977,407343.339,1.519,otimesh
test00152,7400129.828,407343.130,1.490,otimesh
test00153,7400129.684,407342.778,1.563,otimesh
test00154,7400129.522,407342.481,1.619,otimesh
test00155,7400129.280,407342.237,1.649,otimesh
test00156,7400129.023,407342.269,1.654,otimesh
test00157,7400128.942,407342.535,1.654,otimesh
test00158,7400128.705,407342.706,1.605,otimesh
test00159,7400128.638,407342.963,1.600,otimesh
test00160,7400128.503,407343.331,1.538,otimesh
test00161,7400128.447,407343.575,1.525,otimesh
test00162,7400128.481,407343.846,1.617,otimesh
test00163,7400128.371,407344.085,1.556,otimesh
test00164,7400128.258,407344.313,1.572,otimesh
test00165,7400128.263,407344.597,1.522,otimesh
test00166,7400128.288,407344.883,1.572,otimesh
test00167,7400128.248,407345.244,1.565,otimesh
test00168,7400128.331,407345.625,1.583,otimesh
test00169,7400128.467,407345.992,1.681,otimesh
test00170,7400128.475,407346.324,1.650,otimesh
test00171,7400128.540,407346.608,1.685,otimesh
test00172,7400128.622,407346.847,1.747,otimesh
test00173,7400128.543,407347.194,1.781,otimesh
test00174,7400128.596,407347.451,1.805,otimesh
test00175,7400128.706,407347.699,1.846,otimesh
test00176,7400128.646,407347.984,1.909,otimesh
test00177,7400128.694,407348.280,1.931,otimesh
test00178,7400128.666,407348.614,1.933,otimesh
test00179,7400128.511,407348.854,1.974,otimesh
test00180,7400128.527,407349.107,1.981,otimesh
test00181,7400128.464,407349.355,1.947,otimesh
test00182,7400128.507,407349.642,1.915,otimesh
test00183,7400128.458,407349.905,1.871,otimesh
test00184,7400128.519,407350.148,1.881,otimesh
test00185,7400128.458,407350.392,1.833,otimesh
test00186,7400128.475,407350.718,1.675,otimesh
test00187,7400128.523,407351.001,1.576,otimesh
test00188,7400128.547,407351.285,1.467,otimesh
test00189,7400128.592,407351.604,1.341,otimesh
test00190,7400128.588,407351.976,1.277,otimesh
test00191,7400128.548,407352.252,1.303,otimesh
test00192,7400128.591,407352.535,1.323,otimesh
test00193,7400128.632,407352.796,1.388,otimesh
test00194,7400128.533,407353.119,1.405,otimesh
test00195,7400128.518,407353.374,1.377,otimesh
test00196,7400128.639,407353.651,1.351,otimesh
test00197,7400128.633,407353.904,1.235,otimesh
test00198,7400128.630,407354.268,1.092,otimesh
test00199,7400128.561,407354.577,0.950,otimesh
test00200,7400128.671,407355.076,0.804,otimesh
test00201,7400128.621,407355.433,0.704,otimesh
test00202,7400128.598,407355.688,0.702,otimesh
test00203,7400128.698,407355.949,0.613,otimesh
test00204,7400128.707,407356.320,0.560,otimesh
test00205,7400128.700,407356.686,0.576,otimesh
test00206,7400128.763,407356.989,0.575,otimesh
test00207,7400128.720,407357.318,0.565,otimesh
test00208,7400128.683,407357.675,0.417,otimesh
test00209,7400128.787,407358.117,0.334,otimesh
test00210,7400128.831,407358.543,0.318,otimesh
test00211,7400128.823,407358.969,0.210,otimesh
test00212,7400128.850,407359.398,0.131,otimesh
test00213,7400128.811,407359.788,0.142,otimesh
test00214,7400128.772,407360.157,0.119,otimesh
test00215,7400128.799,407360.584,0.036,otimesh
test00216,7400128.752,407360.985,0.009,otimesh
test00217,7400128.664,407361.309,-0.033,otimesh
test00218,7400128.642,407361.647,-0.130,otimesh
test00219,7400128.501,407361.988,-0.204,otimesh
test00220,7400128.393,407362.306,-0.197,otimesh
test00221,7400128.238,407362.560,-0.232,otimesh
test00222,7400127.859,407362.734,-0.260,otimesh
test00223,7400127.525,407362.776,-0.214,otimesh
test00224,7400127.090,407362.830,-0.195,otimesh
test00225,7400126.861,407362.710,-0.189,otimesh
test00226,7400126.599,407362.390,-0.168,otimesh
test00227,7400126.365,407362.064,-0.151,otimesh
test00228,7400126.260,407361.814,-0.105,otimesh
test00229,7400126.064,407361.566,-0.034,otimesh
test00230,7400125.903,407361.366,-0.019,otimesh
test00231,7400125.936,407361.107,0.014,otimesh
test00232,7400125.790,407360.761,0.039,otimesh
test00233,7400125.544,407360.494,0.068,otimesh
test00234,7400125.520,407360.235,0.121,otimesh
test00235,7400125.399,407359.914,0.167,otimesh
test00236,7400125.266,407359.618,0.144,otimesh
test00237,7400125.158,407359.296,0.178,otimesh
test00238,7400125.117,407358.948,0.291,otimesh
test00239,7400124.918,407358.627,0.319,otimesh
test00240,7400124.741,407358.219,0.346,otimesh
test00241,7400124.612,407357.866,0.425,otimesh
test00242,7400124.418,407357.594,0.465,otimesh
test00243,7400124.390,407357.311,0.524,otimesh
test00244,7400124.360,407357.042,0.580,otimesh
test00245,7400124.278,407356.773,0.628,otimesh
test00246,7400124.058,407356.469,0.642,otimesh
test00247,7400123.991,407356.124,0.697,otimesh
test00248,7400123.884,407355.817,0.790,otimesh
test00249,7400123.767,407355.583,0.872,otimesh
test00250,7400123.697,407355.298,0.922,otimesh
test00251,7400123.618,407355.004,1.017,otimesh
test00252,7400123.419,407354.736,1.140,otimesh
test00253,7400123.365,407354.374,1.254,otimesh
test00254,7400123.305,407354.113,1.302,otimesh
test00255,7400123.075,407353.767,1.337,otimesh
test00256,7400123.087,407353.480,1.389,otimesh
test00257,7400122.950,407353.210,1.338,otimesh
test00258,7400122.816,407352.900,1.335,otimesh
test00259,7400122.793,407352.545,1.258,otimesh
test00260,7400122.639,407352.144,1.305,otimesh
test00261,7400122.557,407351.899,1.391,otimesh
test00262,7400122.559,407351.439,1.620,otimesh
test00263,7400122.502,407351.174,1.911,otimesh
test00264,7400122.547,407350.789,2.000,otimesh
test00265,7400122.522,407350.537,2.076,otimesh
test00266,7400122.416,407350.250,2.083,otimesh
test00267,7400122.347,407349.883,2.062,otimesh
test00268,7400122.310,407349.568,1.995,otimesh
test00269,7400122.165,407349.306,1.927,otimesh
test00270,7400122.068,407348.936,1.851,otimesh
test00271,7400121.990,407348.692,1.856,otimesh
test00272,7400121.915,407348.447,1.830,otimesh
test00273,7400121.902,407348.122,1.833,otimesh
test00274,7400121.806,407347.703,1.711,otimesh
test00275,7400121.678,407347.291,1.637,otimesh
test00276,7400121.617,407346.841,1.680,otimesh
test00277,7400121.593,407346.564,1.640,otimesh
test00278,7400121.544,407346.263,1.749,otimesh
test00279,7400121.489,407345.942,1.686,otimesh
test00280,7400121.396,407345.531,1.745,otimesh
test00281,7400121.278,407345.239,1.796,otimesh
test00282,7400121.100,407344.949,1.660,otimesh
test00283,7400120.925,407344.682,1.712,otimesh
test00284,7400120.662,407344.414,1.718,otimesh
test00285,7400120.347,407344.338,1.767,otimesh
test00286,7400120.076,407344.308,1.797,otimesh
test00287,7400119.742,407344.170,1.857,otimesh
test00288,7400119.445,407344.269,1.802,otimesh
test00289,7400119.193,407344.256,1.791,otimesh
test00290,7400118.929,407344.334,1.784,otimesh
test00291,7400118.675,407344.587,1.881,otimesh
test00292,7400118.448,407344.812,1.785,otimesh
test00293,7400118.160,407345.076,1.782,otimesh
test00294,7400117.985,407345.422,1.820,otimesh
test00295,7400117.829,407345.770,1.770,otimesh
test00296,7400117.618,407346.135,1.730,otimesh
test00297,7400117.525,407346.669,1.775,otimesh
test00298,7400117.376,407346.952,1.743,otimesh
test00299,7400117.229,407347.303,1.776,otimesh
test00300,7400117.161,407347.637,1.826,otimesh
test00301,7400117.127,407347.918,1.919,otimesh
test00302,7400117.049,407348.215,1.898,otimesh
test00303,7400116.916,407348.573,1.961,otimesh
test00304,7400116.925,407348.929,2.029,otimesh
test00305,7400116.813,407349.180,2.036,otimesh
test00306,7400116.765,407349.625,2.045,otimesh
test00307,7400116.781,407349.946,2.025,otimesh
test00308,7400116.692,407350.261,1.909,otimesh
test00309,7400116.664,407350.556,1.870,otimesh
test00310,7400116.670,407350.859,1.733,otimesh
test00311,7400116.564,407351.137,1.629,otimesh
test00312,7400116.476,407351.437,1.499,otimesh
test00313,7400116.345,407351.694,1.416,otimesh
test00314,7400116.181,407351.989,1.503,otimesh
test00315,7400115.833,407352.230,1.342,otimesh
test00316,7400115.746,407352.559,1.362,otimesh
test00317,7400115.694,407352.808,1.286,otimesh
test00318,7400115.655,407353.073,1.401,otimesh
test00319,7400115.443,407353.425,1.198,otimesh
test00320,7400115.408,407353.722,1.134,otimesh
test00321,7400115.425,407354.093,1.028,otimesh
test00322,7400115.288,407354.423,0.845,otimesh
test00323,7400115.262,407354.795,0.790,otimesh
test00324,7400115.185,407355.093,0.818,otimesh
test00325,7400115.086,407355.324,0.683,otimesh
test00326,7400114.998,407355.725,0.629,otimesh
test00327,7400114.889,407356.155,0.596,otimesh
test00328,7400114.759,407356.390,0.520,otimesh
test00329,7400114.651,407356.656,0.554,otimesh
test00330,7400114.593,407356.942,0.615,otimesh
test00331,7400114.558,407357.236,0.436,otimesh
test00332,7400114.426,407357.673,0.359,otimesh
test00333,7400114.392,407358.043,0.336,otimesh
test00334,7400114.295,407358.398,0.269,otimesh
test00335,7400114.083,407358.834,0.161,otimesh
test00336,7400113.981,407359.072,0.152,otimesh
test00337,7400113.768,407359.472,0.105,otimesh
test00338,7400113.661,407359.707,0.017,otimesh
test00339,7400113.538,407360.122,0.029,otimesh
test00340,7400113.341,407360.601,0.106,otimesh
test00341,7400113.200,407360.850,-0.067,otimesh
test00342,7400113.103,407361.212,-0.070,otimesh
test00343,7400113.004,407361.514,-0.069,otimesh
test00344,7400112.816,407361.769,-0.110,otimesh
test00345,7400112.678,407362.083,-0.140,otimesh
test00346,7400112.266,407361.973,-0.149,otimesh
test00347,7400111.947,407361.880,-0.145,otimesh
test00348,7400111.530,407361.792,-0.143,otimesh
test00349,7400111.330,407361.495,-0.106,otimesh
test00350,7400111.165,407361.180,-0.035,otimesh
test00351,7400110.880,407360.947,-0.025,otimesh
test00352,7400110.691,407360.774,0.008,otimesh
test00353,7400110.492,407360.566,0.083,otimesh
test00354,7400110.308,407360.396,0.039,otimesh
test00355,7400110.092,407359.985,0.134,otimesh
test00356,7400109.846,407359.665,0.124,otimesh
test00357,7400109.733,407359.279,0.134,otimesh
test00358,7400109.574,407358.982,0.225,otimesh
test00359,7400109.355,407358.713,0.177,otimesh
test00360,7400109.204,407358.440,0.199,otimesh
test00361,7400109.093,407358.077,0.277,otimesh
test00362,7400108.869,407357.700,0.315,otimesh
test00363,7400108.698,407357.406,0.439,otimesh
test00364,7400108.515,407357.081,0.498,otimesh
test00365,7400108.448,407356.755,0.526,otimesh
test00366,7400108.220,407356.485,0.605,otimesh
test00367,7400108.001,407356.084,0.594,otimesh
test00368,7400107.853,407355.765,0.637,otimesh
test00369,7400107.660,407355.570,0.680,otimesh
test00370,7400107.491,407355.105,0.742,otimesh
test00371,7400107.408,407354.866,0.801,otimesh
test00372,7400107.280,407354.565,0.846,otimesh
test00373,7400107.149,407354.276,0.878,otimesh
test00374,7400107.015,407353.979,0.974,otimesh
test00375,7400106.832,407353.797,1.016,otimesh
test00376,7400106.528,407353.654,1.133,otimesh
test00377,7400106.451,407353.312,1.170,otimesh
test00378,7400106.415,407352.980,1.289,otimesh
test00379,7400106.267,407352.751,1.322,otimesh
test00380,7400105.976,407352.719,1.490,otimesh
test00381,7400105.943,407352.438,1.469,otimesh
test00382,7400105.920,407352.133,1.509,otimesh
test00383,7400105.889,407351.868,1.616,otimesh
test00384,7400106.115,407351.632,1.720,otimesh
test00385,7400106.176,407351.334,1.696,otimesh
test00386,7400106.081,407351.064,1.840,otimesh
test00387,7400106.220,407350.636,1.874,otimesh
test00388,7400106.235,407350.319,1.871,otimesh
test00389,7400105.922,407350.084,2.035,otimesh
test00390,7400105.757,407349.795,2.060,otimesh
test00391,7400105.590,407349.557,2.089,otimesh
test00392,7400105.187,407349.534,2.084,otimesh
test00393,7400104.802,407349.537,2.060,otimesh
test00394,7400104.404,407349.514,2.026,otimesh
test00395,7400104.121,407349.718,1.992,otimesh
test00396,7400103.824,407349.873,2.019,otimesh
test00397,7400103.501,407350.053,1.914,otimesh
test00398,7400103.289,407350.242,1.931,otimesh
test00399,7400103.037,407350.347,1.952,otimesh
test00400,7400102.717,407350.467,1.915,otimesh
test00401,7400102.538,407350.643,1.917,otimesh
test00402,7400102.368,407350.926,1.791,otimesh
test00403,7400102.346,407351.202,1.654,otimesh
test00404,7400102.248,407351.510,1.573,otimesh
test00405,7400102.186,407351.777,1.612,otimesh
test00406,7400102.058,407351.998,1.521,otimesh
test00407,7400101.948,407352.309,1.461,otimesh
test00408,7400101.839,407352.576,1.419,otimesh
test00409,7400101.706,407352.854,1.288,otimesh
test00410,7400101.631,407353.172,1.183,otimesh
test00411,7400101.557,407353.434,1.048,otimesh
test00412,7400101.622,407353.723,0.949,otimesh
test00413,7400101.647,407354.088,0.762,otimesh
test00414,7400101.625,407354.414,0.732,otimesh
test00415,7400101.624,407354.784,0.651,otimesh
test00416,7400101.523,407355.216,0.611,otimesh
test00417,7400101.415,407355.605,0.566,otimesh
test00418,7400101.388,407355.924,0.574,otimesh
test00419,7400101.289,407356.267,0.552,otimesh
test00420,7400101.247,407356.541,0.416,otimesh
test00421,7400101.173,407356.849,0.378,otimesh
test00422,7400101.058,407357.131,0.328,otimesh
test00423,7400101.068,407357.497,0.204,otimesh
test00424,7400100.995,407357.813,0.146,otimesh
test00425,7400100.886,407358.204,0.151,otimesh
test00426,7400100.767,407358.647,0.137,otimesh
test00427,7400100.633,407358.929,0.069,otimesh
test00428,7400100.542,407359.195,0.072,otimesh
test00429,7400100.399,407359.435,0.068,otimesh
test00430,7400100.146,407359.587,0.032,otimesh
test00431,7400099.911,407359.711,0.047,otimesh
test00432,7400099.638,407359.797,0.053,otimesh
test00433,7400099.331,407359.587,0.023,otimesh
test00434,7400099.166,407359.389,0.087,otimesh
test00435,7400098.954,407359.097,0.096,otimesh
test00436,7400098.782,407358.869,0.129,otimesh
test00437,7400098.648,407358.654,0.174,otimesh
test00438,7400098.496,407358.328,0.243,otimesh
test00439,7400098.481,407357.853,0.392,otimesh
test00440,7400098.333,407357.598,0.379,otimesh
test00441,7400098.110,407357.476,0.423,otimesh
test00442,7400097.972,407357.198,0.476,otimesh
test00443,7400097.748,407356.927,0.460,otimesh
test00444,7400097.529,407356.724,0.539,otimesh
test00445,7400097.397,407356.404,0.554,otimesh
test00446,7400097.230,407356.061,0.638,otimesh
test00447,7400096.992,407355.737,0.658,otimesh
test00448,7400096.835,407355.356,0.696,otimesh
test00449,7400096.725,407354.992,0.799,otimesh
test00450,7400096.486,407354.641,0.903,otimesh
test00451,7400096.332,407354.441,0.975,otimesh
test00452,7400096.160,407353.999,1.142,otimesh
test00453,7400095.901,407353.766,1.219,otimesh
test00454,7400095.784,407353.510,1.299,otimesh
test00455,7400095.703,407353.212,1.386,otimesh
test00456,7400095.454,407352.860,1.485,otimesh
test00457,7400095.277,407352.683,1.533,otimesh
test00458,7400095.073,407352.304,1.710,otimesh
test00459,7400094.764,407352.157,1.786,otimesh
test00460,7400094.592,407351.949,1.782,otimesh
test00461,7400094.366,407351.684,1.834,otimesh
test00462,7400094.046,407351.455,1.793,otimesh
test00463,7400093.716,407351.215,1.831,otimesh
test00464,7400093.590,407350.976,1.870,otimesh
test00465,7400093.344,407350.728,1.963,otimesh
test00466,7400093.036,407350.500,1.984,otimesh
test00467,7400092.835,407350.268,2.011,otimesh
test00468,7400092.622,407350.018,2.081,otimesh
test00469,7400092.399,407349.862,2.041,otimesh
test00470,7400092.080,407349.735,2.120,otimesh
test00471,7400091.826,407349.615,2.124,otimesh
test00472,7400091.564,407349.463,2.137,otimesh
test00473,7400091.303,407349.417,2.161,otimesh
test00474,7400091.066,407349.235,2.119,otimesh
test00475,7400090.838,407349.024,2.127,otimesh
test00476,7400090.461,407348.856,2.131,otimesh
test00477,7400090.130,407348.692,2.134,otimesh
test00478,7400089.784,407348.561,2.191,otimesh
test00479,7400089.496,407348.592,2.140,otimesh
test00480,7400089.164,407348.699,2.151,otimesh
test00481,7400088.821,407348.702,2.155,otimesh
test00482,7400088.627,407348.938,2.113,otimesh
test00483,7400088.410,407349.134,2.094,otimesh
test00484,7400088.140,407349.221,2.127,otimesh
test00485,7400087.978,407349.535,2.118,otimesh
test00486,7400087.837,407349.754,2.136,otimesh
test00487,7400087.542,407349.981,2.093,otimesh
test00488,7400087.405,407350.242,2.087,otimesh
test00489,7400087.185,407350.522,2.071,otimesh
test00490,7400086.936,407350.738,2.028,otimesh
test00491,7400086.901,407351.000,1.977,otimesh
test00492,7400086.906,407351.255,1.998,otimesh
test00493,7400086.757,407351.481,1.913,otimesh
test00494,7400086.689,407351.814,1.794,otimesh
test00495,7400086.569,407352.069,1.650,otimesh
test00496,7400086.461,407352.351,1.649,otimesh
test00497,7400086.408,407352.682,1.536,otimesh
test00498,7400086.258,407352.985,1.438,otimesh
test00499,7400086.104,407353.253,1.417,otimesh
test00500,7400085.963,407353.561,1.243,otimesh
test00501,7400085.778,407353.801,1.206,otimesh
test00502,7400085.546,407353.968,1.174,otimesh
test00503,7400085.248,407354.163,1.011,otimesh
test00504,7400085.027,407354.374,1.017,otimesh
test00505,7400085.094,407354.655,0.820,otimesh
test00506,7400085.072,407354.927,0.799,otimesh
